transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday,purchase_level
T0002645,C027147,56+,Other,Los Angeles,New,P2807,Electronics,223.18,30,156.23,1,156.23,PayPal,25-11-25,17,0,0,Low
T0002646,C024588,36-45,Male,Chicago,New,P1663,Accessories,479.54,35,311.7,1,311.7,Mobile Wallet,24-11-25,1,0,0,Medium
T0002647,C029622,36-45,Other,Dallas,New,P4598,Beauty,142.73,25,107.05,1,107.05,PayPal,30-11-25,8,1,0,Low
T0002648,C004950,36-45,Male,Miami,New,P2522,Home & Kitchen,398.2,30,278.74,1,278.74,Credit Card,26-11-25,1,0,0,Medium
T0002649,C006102,26-35,Male,San Francisco,Loyal,P7280,Toys,87.79,50,43.9,1,43.9,Cash,29-11-25,2,1,0,Low
T0002650,C026402,26-35,Other,Miami,VIP,P4179,Footwear,131.51,15,111.78,1,111.78,PayPal,26-11-25,14,0,0,Low
T0002651,C033792,56+,Female,San Francisco,Loyal,P1385,Beauty,61.56,20,49.25,3,147.75,PayPal,29-11-25,18,1,0,Low
T0002652,C018234,56+,Other,Phoenix,Loyal,P9901,Footwear,108.56,25,81.42,1,81.42,Gift Card,28-11-25,17,0,1,Low
T0002653,C024188,46-55,Other,San Francisco,Returning,P5646,Books,48.6,15,41.31,3,123.93,Cash,01-12-25,0,0,0,Low
T0002654,C029799,46-55,Female,Houston,New,P1894,Clothing,165.78,50,82.89,1,82.89,PayPal,25-11-25,16,0,0,Low
T0002655,C031985,36-45,Other,Los Angeles,New,P9215,Home & Kitchen,877.69,25,658.27,5,3291.35,Credit Card,30-11-25,17,1,0,High
T0002656,C021450,36-45,Other,Chicago,Returning,P7928,Sports,195.8,40,117.48,1,117.48,Mobile Wallet,28-11-25,20,0,1,Low
T0002657,C000163,46-55,Male,Seattle,Returning,P4365,Home & Kitchen,183.87,25,137.9,1,137.9,Gift Card,27-11-25,22,0,0,Low
T0002658,C006105,46-55,Male,Seattle,New,P1664,Groceries,9.01,5,8.56,1,8.56,Cash,28-11-25,18,0,1,Low
T0002659,C030045,46-55,Female,San Francisco,Returning,P5018,Accessories,192.34,30,134.64,2,269.28,Credit Card,30-11-25,12,1,0,Medium
T0002660,C023477,18-25,Male,Chicago,Loyal,P7581,Groceries,159.23,30,111.46,2,222.92,PayPal,01-12-25,12,0,0,Medium
T0002661,C004151,46-55,Male,Los Angeles,Returning,P5621,Groceries,69.13,15,58.76,1,58.76,Gift Card,27-11-25,2,0,0,Low
T0002662,C026065,18-25,Male,Los Angeles,Loyal,P6164,Books,29.97,40,17.98,1,17.98,Mobile Wallet,24-11-25,19,0,0,Low
T0002663,C014276,26-35,Female,Houston,Returning,P6577,Beauty,228.79,35,148.71,1,148.71,Gift Card,27-11-25,12,0,0,Low
T0002664,C028158,56+,Male,Phoenix,Returning,P8016,Sports,404.13,25,303.1,1,303.1,Cash,25-11-25,23,0,0,Medium
T0002665,C013884,56+,Female,Los Angeles,Returning,P4180,Sports,585.88,20,468.7,1,468.7,Cash,27-11-25,20,0,0,Medium
T0002666,C032422,46-55,Other,Miami,Returning,P5502,Groceries,114.36,10,102.92,1,102.92,Debit Card,01-12-25,15,0,0,Low
T0002667,C017599,36-45,Female,Seattle,New,P5278,Footwear,203.08,30,142.16,1,142.16,PayPal,27-11-25,18,0,0,Low
T0002668,C021160,26-35,Other,Miami,New,P1611,Books,116.78,25,87.58,1,87.58,Mobile Wallet,30-11-25,7,1,0,Low
T0002669,C018586,46-55,Other,Miami,Loyal,P8187,Groceries,124.08,10,111.67,1,111.67,Mobile Wallet,24-11-25,21,0,0,Low
T0002670,C022136,18-25,Male,New York,Returning,P9252,Clothing,164.13,20,131.3,1,131.3,PayPal,30-11-25,3,1,0,Low
T0002671,C008559,26-35,Male,Houston,VIP,P9816,Accessories,126.97,40,76.18,1,76.18,Gift Card,24-11-25,18,0,0,Low
T0002672,C031808,18-25,Other,Miami,VIP,P6333,Beauty,101.9,35,66.24,1,66.24,Gift Card,24-11-25,23,0,0,Low
T0002673,C022528,18-25,Female,Seattle,New,P9782,Toys,173,60,69.2,1,69.2,Debit Card,26-11-25,14,0,0,Low
T0002674,C003173,18-25,Male,Atlanta,VIP,P7869,Clothing,178,35,115.7,4,462.8,Cash,24-11-25,3,0,0,Medium
T0002675,C003011,56+,Female,New York,Loyal,P2770,Footwear,175.75,25,131.81,1,131.81,Cash,26-11-25,3,0,0,Low
T0002676,C006526,26-35,Other,Chicago,New,P9745,Home & Kitchen,835.08,20,668.06,1,668.06,Mobile Wallet,28-11-25,23,0,1,High
T0002677,C030120,46-55,Other,Chicago,New,P5088,Home & Kitchen,209.38,25,157.04,1,157.04,Debit Card,30-11-25,19,1,0,Low
T0002678,C001068,18-25,Male,Seattle,Loyal,P2959,Clothing,262.89,25,197.17,1,197.17,Debit Card,24-11-25,8,0,0,Low
T0002679,C008143,26-35,Female,Miami,New,P3551,Groceries,148.79,30,104.15,1,104.15,Mobile Wallet,25-11-25,4,0,0,Low
T0002680,C010354,18-25,Female,Atlanta,New,P4293,Toys,248.98,15,211.63,1,211.63,Credit Card,30-11-25,6,1,0,Medium
T0002681,C028921,56+,Female,Atlanta,Loyal,P2285,Electronics,233.11,15,198.14,1,198.14,Credit Card,30-11-25,11,1,0,Low
T0002682,C029919,46-55,Other,Houston,New,P9343,Electronics,1988.11,40,1192.87,1,1192.87,Cash,29-11-25,0,1,0,High
T0002683,C000045,46-55,Female,Houston,Loyal,P3175,Footwear,266.69,20,213.35,4,853.4,Gift Card,24-11-25,17,0,0,High
T0002684,C028037,18-25,Female,Phoenix,Loyal,P8007,Groceries,8.96,35,5.82,1,5.82,Debit Card,28-11-25,10,0,1,Low
T0002685,C013260,26-35,Male,Phoenix,New,P4453,Sports,281.48,20,225.18,1,225.18,PayPal,01-12-25,3,0,0,Medium
T0002686,C008646,36-45,Female,Chicago,New,P1670,Sports,196.74,35,127.88,1,127.88,Credit Card,26-11-25,9,0,0,Low
T0002687,C019784,18-25,Male,Miami,Returning,P4095,Beauty,71.36,10,64.22,2,128.44,Mobile Wallet,27-11-25,6,0,0,Low
T0002688,C010419,26-35,Female,Phoenix,Returning,P6553,Toys,55.54,30,38.88,1,38.88,Credit Card,24-11-25,23,0,0,Low
T0002689,C017959,36-45,Female,Atlanta,New,P5254,Toys,83.47,35,54.26,1,54.26,Debit Card,24-11-25,1,0,0,Low
T0002690,C006118,18-25,Other,Phoenix,New,P1086,Home & Kitchen,920.49,25,690.37,1,690.37,Cash,30-11-25,16,1,0,High
T0002691,C023622,46-55,Female,Dallas,Returning,P2775,Books,109.4,30,76.58,1,76.58,Debit Card,01-12-25,12,0,0,Low
T0002692,C016410,36-45,Male,Miami,New,P3538,Footwear,142.35,40,85.41,3,256.23,Debit Card,30-11-25,4,1,0,Medium
T0002693,C005402,46-55,Other,Los Angeles,Returning,P4742,Electronics,820.67,50,410.34,2,820.68,Mobile Wallet,24-11-25,1,0,0,High
T0002694,C024370,26-35,Female,Seattle,Returning,P8118,Footwear,123.81,35,80.48,3,241.44,Mobile Wallet,29-11-25,2,1,0,Medium
T0002695,C010848,46-55,Male,Chicago,Returning,P2595,Sports,329.9,5,313.4,2,626.8,Gift Card,01-12-25,14,0,0,High
T0002696,C003394,56+,Other,Miami,New,P7951,Sports,46.46,20,37.17,1,37.17,Credit Card,29-11-25,9,1,0,Low
T0002697,C025975,56+,Male,Dallas,Loyal,P7457,Clothing,180.9,15,153.77,1,153.77,PayPal,26-11-25,15,0,0,Low
T0002698,C020022,36-45,Male,Atlanta,New,P1615,Beauty,230.84,40,138.5,1,138.5,Gift Card,24-11-25,22,0,0,Low
T0002699,C015345,18-25,Male,San Francisco,Returning,P4356,Toys,152.81,25,114.61,4,458.44,Gift Card,26-11-25,14,0,0,Medium
T0002700,C028131,18-25,Female,San Francisco,Loyal,P4608,Accessories,205.26,25,153.94,1,153.94,Gift Card,28-11-25,19,0,1,Low
T0002701,C005977,36-45,Other,Atlanta,VIP,P5090,Footwear,42.71,40,25.63,1,25.63,Credit Card,29-11-25,16,1,0,Low
T0002702,C006238,46-55,Female,Atlanta,Returning,P8388,Sports,337.67,35,219.49,2,438.98,Gift Card,30-11-25,4,1,0,Medium
T0002703,C000072,18-25,Male,Houston,VIP,P1233,Books,20.69,15,17.59,1,17.59,Mobile Wallet,26-11-25,10,0,0,Low
T0002704,C013987,36-45,Male,Atlanta,Loyal,P6120,Home & Kitchen,567.36,5,538.99,1,538.99,PayPal,28-11-25,21,0,1,High
T0002705,C031249,26-35,Female,Houston,Returning,P9642,Electronics,876,25,657,1,657,Gift Card,24-11-25,1,0,0,High
T0002706,C005108,56+,Female,Seattle,Returning,P9206,Beauty,72.6,35,47.19,1,47.19,Credit Card,28-11-25,5,0,1,Low
T0002707,C008697,26-35,Female,Phoenix,Returning,P7695,Books,115.12,25,86.34,1,86.34,Gift Card,30-11-25,2,1,0,Low
T0002708,C014824,26-35,Other,Houston,Returning,P2508,Beauty,199.05,20,159.24,1,159.24,Credit Card,30-11-25,1,1,0,Low
T0002709,C034043,26-35,Male,Seattle,Returning,P6540,Clothing,53.47,5,50.8,1,50.8,Credit Card,29-11-25,7,1,0,Low
T0002710,C029168,46-55,Male,Phoenix,Loyal,P7857,Accessories,164.96,10,148.46,1,148.46,Gift Card,01-12-25,7,0,0,Low
T0002711,C000609,46-55,Female,Los Angeles,Loyal,P6440,Sports,427.95,20,342.36,2,684.72,Mobile Wallet,30-11-25,5,1,0,High
T0002712,C000529,46-55,Male,Dallas,Loyal,P4264,Home & Kitchen,992.68,40,595.61,2,1191.22,Credit Card,27-11-25,10,0,0,High
T0002713,C022517,18-25,Other,Miami,New,P2652,Books,65.55,20,52.44,1,52.44,Debit Card,25-11-25,2,0,0,Low
T0002714,C007904,36-45,Female,Miami,Loyal,P3249,Beauty,226.07,10,203.46,1,203.46,Mobile Wallet,01-12-25,6,0,0,Medium
T0002715,C027677,18-25,Male,Seattle,New,P4353,Toys,114.86,30,80.4,1,80.4,Gift Card,27-11-25,19,0,0,Low
T0002716,C008663,46-55,Male,Phoenix,Returning,P5845,Clothing,41.32,35,26.86,2,53.72,PayPal,24-11-25,17,0,0,Low
T0002717,C031307,26-35,Other,Dallas,Returning,P2254,Toys,283.04,25,212.28,2,424.56,Cash,29-11-25,23,1,0,Medium
T0002718,C004642,56+,Female,Houston,Returning,P6423,Home & Kitchen,511.16,15,434.49,1,434.49,Mobile Wallet,26-11-25,15,0,0,Medium
T0002719,C015005,56+,Female,Chicago,Returning,P8962,Books,7.65,30,5.36,1,5.36,Cash,29-11-25,11,1,0,Low
T0002720,C025105,36-45,Male,Chicago,New,P8821,Clothing,221.38,20,177.1,1,177.1,Gift Card,30-11-25,8,1,0,Low
T0002721,C005855,36-45,Other,New York,Returning,P6561,Books,33.95,25,25.46,1,25.46,PayPal,30-11-25,8,1,0,Low
T0002722,C006713,18-25,Other,Chicago,VIP,P1109,Sports,72.79,35,47.31,3,141.93,Cash,26-11-25,15,0,0,Low
T0002723,C006764,36-45,Male,Miami,VIP,P2837,Groceries,169.59,50,84.8,1,84.8,Credit Card,24-11-25,0,0,0,Low
T0002724,C020536,36-45,Other,Seattle,New,P5198,Clothing,87.92,20,70.34,3,211.02,Mobile Wallet,24-11-25,22,0,0,Medium
T0002725,C024089,36-45,Male,Phoenix,New,P5397,Toys,167.58,25,125.68,1,125.68,PayPal,25-11-25,1,0,0,Low
T0002726,C019612,18-25,Female,Phoenix,Returning,P3022,Home & Kitchen,744.41,30,521.09,1,521.09,Gift Card,26-11-25,15,0,0,High
T0002727,C008987,26-35,Female,Seattle,Returning,P7740,Accessories,473.06,20,378.45,1,378.45,Cash,26-11-25,18,0,0,Medium
T0002728,C025083,26-35,Other,Phoenix,Returning,P4623,Sports,249.96,20,199.97,3,599.91,Gift Card,28-11-25,23,0,1,High
T0002729,C008726,18-25,Female,Atlanta,Returning,P1633,Groceries,102.77,50,51.38,1,51.38,Gift Card,26-11-25,9,0,0,Low
T0002730,C009363,36-45,Male,Phoenix,Loyal,P8370,Accessories,157.83,50,78.92,2,157.84,Mobile Wallet,26-11-25,12,0,0,Low
T0002731,C004484,18-25,Other,San Francisco,New,P9084,Electronics,1246.08,10,1121.47,1,1121.47,PayPal,29-11-25,3,1,0,High
T0002732,C034768,46-55,Other,Seattle,New,P2282,Sports,24.1,15,20.48,1,20.48,Cash,28-11-25,18,0,1,Low
T0002733,C000556,56+,Other,Seattle,Loyal,P3696,Home & Kitchen,1033.97,25,775.48,3,2326.44,Cash,01-12-25,1,0,0,High
T0002734,C010756,18-25,Other,Chicago,New,P4252,Beauty,25.83,15,21.96,1,21.96,Debit Card,25-11-25,7,0,0,Low
T0002735,C028843,18-25,Female,Phoenix,Returning,P3835,Clothing,88.9,15,75.56,1,75.56,Gift Card,29-11-25,10,1,0,Low
T0002736,C023016,26-35,Female,Atlanta,Loyal,P2935,Books,87.7,10,78.93,2,157.86,Credit Card,26-11-25,7,0,0,Low
T0002737,C013963,18-25,Male,San Francisco,New,P3742,Home & Kitchen,778.82,40,467.29,1,467.29,Cash,27-11-25,18,0,0,Medium
T0002738,C009921,18-25,Female,Chicago,New,P8198,Clothing,230.49,40,138.29,1,138.29,Debit Card,30-11-25,7,1,0,Low
T0002739,C026982,36-45,Other,Dallas,Returning,P6913,Accessories,257.57,5,244.69,1,244.69,Credit Card,28-11-25,5,0,1,Medium
T0002740,C028993,18-25,Other,Dallas,Returning,P1626,Books,111.79,30,78.25,1,78.25,PayPal,30-11-25,7,1,0,Low
T0002741,C014238,56+,Other,Phoenix,VIP,P3281,Footwear,332.4,20,265.92,1,265.92,Credit Card,01-12-25,16,0,0,Medium
T0002742,C005682,18-25,Male,Los Angeles,Loyal,P5467,Toys,229.79,15,195.32,1,195.32,PayPal,29-11-25,10,1,0,Low
T0002743,C006585,36-45,Male,Miami,VIP,P5805,Electronics,906,15,770.1,1,770.1,Mobile Wallet,25-11-25,18,0,0,High
T0002744,C009176,18-25,Female,Chicago,New,P9287,Sports,43.87,40,26.32,1,26.32,PayPal,25-11-25,2,0,0,Low
T0002745,C008072,36-45,Other,Dallas,Loyal,P9178,Home & Kitchen,670.46,10,603.41,2,1206.82,Debit Card,29-11-25,23,1,0,High
T0002746,C025168,36-45,Female,Seattle,Returning,P4344,Electronics,171.29,20,137.03,1,137.03,Debit Card,01-12-25,13,0,0,Low
T0002747,C023039,26-35,Other,Miami,Returning,P8920,Beauty,204.25,40,122.55,1,122.55,PayPal,29-11-25,7,1,0,Low
T0002748,C028141,36-45,Male,Houston,Loyal,P4030,Clothing,184.65,40,110.79,1,110.79,Credit Card,01-12-25,3,0,0,Low
T0002749,C020612,36-45,Female,Seattle,Returning,P3423,Clothing,193.3,25,144.98,1,144.98,Debit Card,25-11-25,10,0,0,Low
T0002750,C009164,26-35,Male,Houston,Loyal,P8500,Home & Kitchen,96,30,67.2,1,67.2,Mobile Wallet,01-12-25,6,0,0,Low
T0002751,C016239,18-25,Other,Miami,Returning,P8758,Groceries,119.24,15,101.35,1,101.35,Credit Card,25-11-25,7,0,0,Low
T0002752,C018152,18-25,Other,San Francisco,New,P1698,Groceries,40.05,40,24.03,1,24.03,PayPal,26-11-25,0,0,0,Low
T0002753,C005522,36-45,Female,Miami,Returning,P2505,Footwear,158.84,30,111.19,2,222.38,Gift Card,28-11-25,17,0,1,Medium
T0002754,C016264,56+,Other,Atlanta,New,P6323,Toys,102.56,50,51.28,1,51.28,Cash,29-11-25,9,1,0,Low
T0002755,C018673,36-45,Other,Dallas,Loyal,P6952,Books,33.32,30,23.32,1,23.32,Cash,29-11-25,21,1,0,Low
T0002756,C001758,18-25,Male,Atlanta,Loyal,P1589,Beauty,117.3,15,99.7,2,199.4,PayPal,25-11-25,12,0,0,Low
T0002757,C019769,36-45,Male,Seattle,VIP,P1872,Electronics,1940.54,20,1552.43,1,1552.43,Debit Card,29-11-25,12,1,0,High
T0002758,C013465,26-35,Other,Miami,VIP,P6279,Groceries,50.48,20,40.38,1,40.38,Debit Card,30-11-25,21,1,0,Low
T0002759,C033932,18-25,Other,Houston,Returning,P4268,Footwear,193.35,30,135.34,1,135.34,PayPal,27-11-25,17,0,0,Low
T0002760,C033393,18-25,Female,San Francisco,VIP,P9049,Footwear,144.13,20,115.3,3,345.9,Credit Card,25-11-25,22,0,0,Medium
T0002761,C012364,46-55,Female,San Francisco,New,P7939,Home & Kitchen,793.65,30,555.55,1,555.55,Debit Card,26-11-25,7,0,0,High
T0002762,C025674,18-25,Other,Dallas,Returning,P2626,Beauty,146.09,35,94.96,2,189.92,Credit Card,25-11-25,20,0,0,Low
T0002763,C019369,36-45,Male,Phoenix,VIP,P4731,Accessories,328.53,30,229.97,1,229.97,Cash,24-11-25,23,0,0,Medium
T0002764,C003577,46-55,Male,Los Angeles,New,P1524,Books,117.96,25,88.47,1,88.47,Gift Card,01-12-25,10,0,0,Low
T0002765,C015686,18-25,Other,Phoenix,VIP,P2700,Toys,157.03,15,133.48,1,133.48,Mobile Wallet,24-11-25,23,0,0,Low
T0002766,C032433,18-25,Male,New York,Returning,P8140,Sports,79.61,35,51.75,1,51.75,Credit Card,26-11-25,14,0,0,Low
T0002767,C025290,36-45,Other,Miami,Loyal,P8185,Home & Kitchen,77.67,10,69.9,3,209.7,Mobile Wallet,27-11-25,16,0,0,Medium
T0002768,C007389,18-25,Female,New York,New,P9015,Books,10.79,10,9.71,1,9.71,Debit Card,26-11-25,1,0,0,Low
T0002769,C015800,18-25,Other,Phoenix,New,P3091,Sports,224.26,40,134.56,1,134.56,Gift Card,01-12-25,21,0,0,Low
T0002770,C032741,56+,Male,Phoenix,Returning,P1404,Sports,440.28,40,264.17,1,264.17,Cash,01-12-25,0,0,0,Medium
T0002771,C004654,46-55,Male,Phoenix,Loyal,P9245,Beauty,211.63,30,148.14,1,148.14,Cash,26-11-25,4,0,0,Low
T0002772,C034622,56+,Male,New York,New,P1069,Beauty,152.57,35,99.17,2,198.34,Gift Card,26-11-25,13,0,0,Low
T0002773,C000791,18-25,Other,Chicago,Loyal,P7352,Electronics,1277.96,40,766.78,1,766.78,PayPal,24-11-25,10,0,0,High
T0002774,C023665,56+,Female,Chicago,Returning,P5423,Footwear,300.92,30,210.64,1,210.64,Debit Card,01-12-25,17,0,0,Medium
T0002775,C020741,46-55,Other,Seattle,New,P3679,Books,11.52,25,8.64,1,8.64,Mobile Wallet,26-11-25,16,0,0,Low
T0002776,C008650,46-55,Female,New York,Loyal,P8897,Home & Kitchen,405.22,30,283.65,1,283.65,Gift Card,29-11-25,3,1,0,Medium
T0002777,C025352,46-55,Female,Atlanta,VIP,P2596,Clothing,36.06,60,14.42,1,14.42,Mobile Wallet,01-12-25,13,0,0,Low
T0002778,C027582,56+,Male,Houston,Loyal,P7237,Home & Kitchen,1119.05,25,839.29,1,839.29,Debit Card,01-12-25,20,0,0,High
T0002779,C023948,36-45,Other,Miami,Returning,P8611,Electronics,359.6,15,305.66,1,305.66,PayPal,30-11-25,8,1,0,Medium
T0002780,C011323,36-45,Male,Miami,VIP,P3519,Toys,288.27,40,172.96,1,172.96,Debit Card,01-12-25,3,0,0,Low
T0002781,C030869,26-35,Male,Los Angeles,New,P7857,Footwear,263.86,50,131.93,1,131.93,Credit Card,28-11-25,3,0,1,Low
T0002782,C004784,26-35,Other,Phoenix,New,P2966,Clothing,158.47,50,79.24,1,79.24,Credit Card,29-11-25,7,1,0,Low
T0002783,C001094,56+,Female,San Francisco,Returning,P4659,Groceries,65.96,35,42.87,1,42.87,Mobile Wallet,29-11-25,15,1,0,Low
T0002784,C004426,18-25,Other,New York,Loyal,P7329,Toys,165.75,10,149.18,1,149.18,PayPal,27-11-25,8,0,0,Low
T0002785,C000904,56+,Female,New York,Loyal,P1794,Beauty,164.25,5,156.04,3,468.12,Debit Card,29-11-25,12,1,0,Medium
T0002786,C017183,46-55,Female,Chicago,Loyal,P6247,Sports,299.16,35,194.45,1,194.45,Credit Card,24-11-25,0,0,0,Low
T0002787,C014139,36-45,Female,Phoenix,New,P4427,Groceries,183.91,20,147.13,3,441.39,Debit Card,29-11-25,13,1,0,Medium
T0002788,C002611,56+,Female,Phoenix,Returning,P4425,Home & Kitchen,188.67,15,160.37,1,160.37,Credit Card,01-12-25,21,0,0,Low
T0002789,C003963,46-55,Female,Seattle,New,P5401,Home & Kitchen,175.87,30,123.11,1,123.11,Gift Card,01-12-25,10,0,0,Low
T0002790,C026082,26-35,Male,Dallas,New,P4013,Beauty,197.08,5,187.23,1,187.23,Gift Card,24-11-25,21,0,0,Low
T0002791,C033202,18-25,Female,Houston,Returning,P4490,Electronics,1467.7,30,1027.39,2,2054.78,Cash,30-11-25,3,1,0,High
T0002792,C018776,56+,Other,Los Angeles,Loyal,P1086,Books,51.7,40,31.02,1,31.02,Debit Card,26-11-25,12,0,0,Low
T0002793,C032837,18-25,Male,New York,Loyal,P7460,Groceries,164.99,50,82.5,1,82.5,Cash,26-11-25,0,0,0,Low
T0002794,C027226,26-35,Other,Phoenix,Returning,P8738,Groceries,188.12,40,112.87,1,112.87,PayPal,30-11-25,10,1,0,Low
T0002795,C027760,18-25,Female,San Francisco,Returning,P5746,Accessories,267.11,50,133.56,1,133.56,Gift Card,27-11-25,8,0,0,Low
T0002796,C026364,36-45,Female,Phoenix,Loyal,P7819,Toys,174.9,10,157.41,1,157.41,Mobile Wallet,24-11-25,4,0,0,Low
T0002797,C005402,18-25,Male,Seattle,New,P8421,Footwear,47.6,20,38.08,1,38.08,Mobile Wallet,24-11-25,10,0,0,Low
T0002798,C010007,36-45,Male,Los Angeles,Returning,P4489,Toys,154.55,30,108.18,3,324.54,Gift Card,29-11-25,14,1,0,Medium
T0002799,C018185,56+,Other,Seattle,Loyal,P4279,Books,7.27,15,6.18,2,12.36,Gift Card,27-11-25,1,0,0,Low
T0002800,C005479,18-25,Female,Houston,Loyal,P2052,Home & Kitchen,501.93,30,351.35,5,1756.75,Cash,28-11-25,13,0,1,High
T0002801,C020311,56+,Female,Atlanta,New,P7397,Home & Kitchen,1160.48,15,986.41,1,986.41,Debit Card,25-11-25,18,0,0,High
T0002802,C005179,36-45,Male,Los Angeles,Loyal,P8889,Home & Kitchen,921.01,50,460.5,1,460.5,Mobile Wallet,01-12-25,15,0,0,Medium
T0002803,C033509,36-45,Female,San Francisco,Returning,P2228,Accessories,369.86,35,240.41,1,240.41,Debit Card,01-12-25,9,0,0,Medium
T0002804,C013317,36-45,Other,New York,New,P9817,Home & Kitchen,947.21,20,757.77,1,757.77,PayPal,27-11-25,6,0,0,High
T0002805,C010183,56+,Female,Chicago,Returning,P9959,Books,102.71,15,87.3,1,87.3,Mobile Wallet,28-11-25,23,0,1,Low
T0002806,C021414,26-35,Other,Seattle,New,P6023,Beauty,20.25,25,15.19,1,15.19,Gift Card,25-11-25,19,0,0,Low
T0002807,C025607,46-55,Other,Dallas,Returning,P7462,Footwear,311.44,15,264.72,1,264.72,Credit Card,24-11-25,16,0,0,Medium
T0002808,C004333,18-25,Male,Chicago,VIP,P7837,Books,94.08,30,65.86,1,65.86,Gift Card,25-11-25,6,0,0,Low
T0002809,C020328,56+,Other,Miami,Returning,P2880,Footwear,248.85,20,199.08,2,398.16,PayPal,30-11-25,22,1,0,Medium
T0002810,C028672,36-45,Other,Phoenix,Loyal,P4790,Books,51.66,50,25.83,2,51.66,PayPal,24-11-25,5,0,0,Low
T0002811,C015640,26-35,Male,Los Angeles,Loyal,P4957,Home & Kitchen,378.14,30,264.7,1,264.7,Gift Card,28-11-25,7,0,1,Medium
T0002812,C003795,36-45,Male,Houston,Loyal,P3211,Beauty,56.07,30,39.25,1,39.25,PayPal,24-11-25,13,0,0,Low
T0002813,C016023,18-25,Female,Seattle,Loyal,P7850,Groceries,71.61,25,53.71,1,53.71,Debit Card,28-11-25,7,0,1,Low
T0002814,C005651,56+,Other,Phoenix,New,P3448,Toys,264.7,20,211.76,1,211.76,Gift Card,01-12-25,0,0,0,Medium
T0002815,C028475,36-45,Male,Atlanta,Loyal,P9564,Sports,52.75,5,50.11,1,50.11,Gift Card,26-11-25,4,0,0,Low
T0002816,C007602,26-35,Male,Phoenix,New,P2997,Beauty,184.28,10,165.85,1,165.85,Cash,29-11-25,12,1,0,Low
T0002817,C029713,26-35,Other,Houston,New,P9503,Groceries,21.6,40,12.96,1,12.96,Debit Card,01-12-25,16,0,0,Low
T0002818,C003607,46-55,Female,New York,Loyal,P4213,Electronics,424.51,30,297.16,1,297.16,Mobile Wallet,26-11-25,7,0,0,Medium
T0002819,C020270,18-25,Male,San Francisco,Returning,P8826,Books,27.97,15,23.77,1,23.77,Gift Card,01-12-25,10,0,0,Low
T0002820,C011512,46-55,Male,New York,Loyal,P9834,Electronics,1733.55,30,1213.48,1,1213.48,Cash,30-11-25,4,1,0,High
T0002821,C007828,56+,Other,San Francisco,Returning,P6507,Groceries,171.02,50,85.51,4,342.04,Debit Card,28-11-25,1,0,1,Medium
T0002822,C000831,56+,Female,Miami,Returning,P4068,Beauty,44.03,15,37.43,1,37.43,Mobile Wallet,24-11-25,15,0,0,Low
T0002823,C008993,36-45,Female,San Francisco,Returning,P7226,Books,31.9,20,25.52,1,25.52,Gift Card,24-11-25,6,0,0,Low
T0002824,C000744,56+,Other,New York,Returning,P5591,Sports,388.1,30,271.67,5,1358.35,Cash,30-11-25,11,1,0,High
T0002825,C010737,56+,Other,Phoenix,New,P3187,Home & Kitchen,561,35,364.65,2,729.3,Cash,28-11-25,8,0,1,High
T0002826,C032533,18-25,Female,Dallas,VIP,P7022,Books,77.85,20,62.28,3,186.84,PayPal,24-11-25,3,0,0,Low
T0002827,C022722,56+,Other,New York,Loyal,P5128,Books,23.21,35,15.09,2,30.18,Cash,24-11-25,6,0,0,Low
T0002828,C034276,46-55,Male,Los Angeles,Loyal,P7046,Beauty,120.3,30,84.21,1,84.21,Mobile Wallet,27-11-25,14,0,0,Low
T0002829,C033897,46-55,Female,Seattle,Returning,P3961,Beauty,91.71,10,82.54,1,82.54,Debit Card,28-11-25,16,0,1,Low
T0002830,C016991,18-25,Female,Houston,New,P6835,Groceries,90.16,5,85.65,1,85.65,Debit Card,30-11-25,17,1,0,Low
T0002831,C010943,18-25,Female,Miami,Returning,P3181,Clothing,102.98,25,77.24,4,308.96,Mobile Wallet,24-11-25,9,0,0,Medium
T0002832,C024371,56+,Other,Dallas,New,P5163,Books,21.47,50,10.74,2,21.48,Mobile Wallet,28-11-25,21,0,1,Low
T0002833,C008319,56+,Female,Seattle,Returning,P2192,Toys,203.37,10,183.03,1,183.03,Debit Card,26-11-25,2,0,0,Low
T0002834,C017614,56+,Female,New York,New,P7255,Books,81.94,10,73.75,2,147.5,PayPal,24-11-25,8,0,0,Low
T0002835,C007737,56+,Female,Miami,Returning,P2250,Groceries,56.56,20,45.25,1,45.25,Cash,26-11-25,14,0,0,Low
T0002836,C001924,36-45,Female,New York,Loyal,P7340,Footwear,214.69,40,128.81,1,128.81,Cash,28-11-25,7,0,1,Low
T0002837,C021956,18-25,Other,San Francisco,Returning,P7336,Electronics,2409.98,15,2048.48,1,2048.48,Credit Card,01-12-25,22,0,0,High
T0002838,C028137,46-55,Male,Phoenix,Loyal,P4981,Home & Kitchen,656.13,15,557.71,2,1115.42,PayPal,27-11-25,4,0,0,High
T0002839,C017825,36-45,Other,New York,Returning,P9226,Clothing,107.92,25,80.94,1,80.94,PayPal,30-11-25,4,1,0,Low
T0002840,C034332,56+,Other,Seattle,VIP,P8979,Sports,198.96,60,79.58,1,79.58,Debit Card,26-11-25,17,0,0,Low
